Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
36.0,Male,Jacket,52.344667781997664,Georgia,M,Brick red,Fall,5.0,2-Day Shipping,Yes,8,Credit Card
34.0,Male,Belt,54.014316262794566,Missouri,XL,Black,Fall,4.0,Standard,Yes,3,Credit Card
40.0,Male,Sunglasses,47.35418707122424,California,S,Mauve,Summer,2.0,2-Day Shipping,Yes,0,Credit Card
50.0,Female,Handbag,51.927267721678405,California,M,Baby blue,Summer,4.0,2-Day Shipping,Yes,3,Credit Card
41.0,Female,Sunglasses,56.6809973791125,Illinois,S,Lavender,Spring,5.0,Next Day Air,Yes,0,Credit Card
54.0,Male,Dress,50.41828562738216,New Mexico,XL,Fuchsia,Spring,1.0,2-Day Shipping,Yes,4,Credit Card
31.0,Female,T-shirt,53.72105586319453,Michigan,M,Lemon yellow,Summer,4.0,Standard,Yes,1,Credit Card
34.0,Female,Gloves,47.21736693981461,Oklahoma,M,Mauve,Fall,4.0,2-Day Shipping,Yes,7,Credit Card
43.0,Male,Dress,46.07774634832783,Massachusetts,XL,Pale peach,Spring,5.0,2-Day Shipping,Yes,10,Credit Card
26.0,Male,Shorts,59.50629190657112,New York,L,Baby blue,Spring,2.0,Standard,Yes,0,Credit Card
39.0,Female,Gloves,57.43150014222402,West Virginia,M,Black,Fall,2.0,2-Day Shipping,Yes,0,Credit Card
41.0,Male,Handbag,58.2054783386798,North Carolina,M,Black,Spring,2.0,2-Day Shipping,Yes,7,Credit Card
23.0,Female,Socks,46.58105782176308,Kentucky,M,Mauve,Fall,4.0,Standard,Yes,13,Credit Card
44.0,Female,Running Shoes,45.47635617771882,Wisconsin,L,Baby blue,Summer,5.0,2-Day Shipping,Yes,2,Credit Card
30.0,Female,T-shirt,53.14867987691412,Florida,M,Turquoise,Summer,2.0,2-Day Shipping,Yes,12,Credit Card
24.0,Female,Leggings,55.18172079823489,Maine,L,Aubergine,Fall,5.0,2-Day Shipping,Yes,2,Credit Card
33.0,Female,Scarf,53.1016511901616,Alabama,XL,Black,Winter,5.0,2-Day Shipping,Yes,12,Credit Card
35.0,Male,Pajamas,52.081069686023454,Indiana,M,Brown,Winter,5.0,Standard,Yes,8,Credit Card
18.0,Female,Running Shoes,52.5996910932528,Florida,M,Lavender,Spring,4.0,2-Day Shipping,Yes,4,Credit Card
28.0,Male,T-shirt,55.40661898758711,Tennessee,XL,Lemon yellow,Summer,4.0,Standard,Yes,20,Credit Card
29.0,Male,T-shirt,58.134428279002414,Wyoming,XL,Pale peach,Spring,4.0,2-Day Shipping,Yes,1,Credit Card
34.0,Female,T-shirt,31.38528846433742,Georgia,M,Burnt orange,Fall,4.0,2-Day Shipping,Yes,1,Credit Card
41.0,Female,Running Shoes,45.03873085408319,Louisiana,M,Mauve,Spring,5.0,2-Day Shipping,Yes,8,Credit Card
48.0,Male,Dress,56.61255777374609,Arkansas,S,Periwinkle,Summer,4.0,Express,Yes,12,Credit Card
22.0,Male,Socks,58.58838299320688,Nebraska,M,Mauve,Winter,2.0,2-Day Shipping,Yes,8,Credit Card
42.0,Male,Sunglasses,48.03536479632992,Tennessee,M,Turquoise,Summer,4.0,2-Day Shipping,Yes,5,Credit Card
35.0,Female,T-shirt,50.327609438031246,Missouri,M,Aubergine,Summer,4.0,2-Day Shipping,Yes,3,Credit Card
19.0,Female,Sunglasses,42.09449306314594,Arkansas,L,Lavender,Summer,5.0,Standard,Yes,18,Credit Card
35.0,Female,Socks,46.8400653526784,Kentucky,M,Terra cotta,Fall,5.0,Standard,Yes,5,Credit Card
18.0,Male,Boots,51.47434496981203,Georgia,M,Terra cotta,Winter,4.0,2-Day Shipping,Yes,18,Credit Card
44.0,Male,Boots,44.20606558896997,New Hampshire,M,Terra cotta,Fall,4.0,2-Day Shipping,Yes,6,Credit Card
36.0,Male,Shorts,47.6850688278798,New Jersey,L,Lavender,Summer,5.0,2-Day Shipping,Yes,4,Credit Card
31.0,Female,Running Shoes,48.2012725439779,Oregon,M,Lavender,Spring,4.0,Standard,Yes,2,Credit Card
22.0,Female,Scarf,49.74743716536417,Texas,L,Terra cotta,Winter,4.0,2-Day Shipping,Yes,14,Credit Card
22.0,Female,Shorts,46.22043014064408,New Mexico,M,Lavender,Spring,4.0,2-Day Shipping,Yes,14,Credit Card
47.0,Male,Running Shoes,51.30292314021746,Wisconsin,XL,Pale peach,Summer,2.0,2-Day Shipping,Yes,5,Credit Card
57.0,Female,Hoodie,50.734893880860106,Delaware,S,Terra cotta,Fall,4.0,Standard,Yes,12,Credit Card
22.0,Female,Pajamas,40.5642477059041,Oregon,M,Brick red,Winter,4.0,2-Day Shipping,Yes,12,Credit Card
32.0,Female,Backpack,51.67353196439209,Utah,S,Burnt orange,Winter,5.0,2-Day Shipping,Yes,17,Credit Card
27.0,Male,Dress,50.846576675400776,Maryland,M,Baby blue,Spring,5.0,Express,Yes,3,Credit Card
32.0,Female,Shorts,54.735004057672846,Nebraska,XL,White,Summer,4.0,2-Day Shipping,Yes,2,Credit Card
51.0,Female,Boots,48.51159633323236,California,L,Mauve,Winter,2.0,2-Day Shipping,Yes,2,Credit Card
42.0,Female,Sweater,46.24708348604012,Oregon,S,Burnt orange,Winter,4.0,2-Day Shipping,Yes,12,Credit Card
23.0,Male,Handbag,50.87159797039995,South Dakota,L,Terra cotta,Summer,4.0,Standard,Yes,1,Credit Card
32.0,Female,Handbag,50.27216193297467,Arkansas,XL,Fuchsia,Spring,4.0,2-Day Shipping,Yes,7,Credit Card
33.0,Male,Boots,53.87731848995992,Oklahoma,S,Burnt orange,Winter,5.0,Next Day Air,Yes,0,Credit Card
20.0,Male,Boots,51.09510319832511,Massachusetts,S,Black,Fall,2.0,2-Day Shipping,Yes,0,Credit Card
31.0,Male,Boots,47.15238661675823,California,M,Baby blue,Winter,4.0,2-Day Shipping,Yes,8,Credit Card
35.0,Female,Dress,46.32912997124895,Maryland,M,Brick red,Fall,2.0,Express,Yes,6,Credit Card
50.0,Male,Handbag,53.0581630918759,Virginia,XL,Turquoise,Summer,5.0,2-Day Shipping,Yes,18,Credit Card
31.0,Female,Backpack,55.35761134973821,Alaska,S,Ruby Red,Winter,4.0,2-Day Shipping,Yes,9,Credit Card
50.0,Male,Backpack,42.04742375392196,Louisiana,M,Muted mustard yellow,Winter,5.0,2-Day Shipping,Yes,0,Credit Card
26.0,Male,Jeans,53.70756181262765,Alabama,M,Aubergine,Fall,5.0,Standard,Yes,0,Credit Card
42.0,Male,Socks,52.422896488098985,Illinois,M,Brick red,Winter,2.0,2-Day Shipping,Yes,20,Credit Card
47.0,Female,Backpack,45.80926115338344,California,S,Ruby Red,Winter,5.0,Standard,Yes,19,Credit Card
26.0,Female,Leggings,52.70581519728046,Oregon,XL,Black,Winter,4.0,Standard,Yes,14,Credit Card
34.0,Female,Sweater,51.56052203646405,Mississippi,L,Brown,Winter,2.0,2-Day Shipping,Yes,4,Credit Card
49.0,Female,Sunglasses,55.74611143925685,Indiana,M,Pale peach,Summer,4.0,2-Day Shipping,Yes,0,Credit Card
37.0,Female,Backpack,50.57677688202438,Oregon,L,Brick red,Winter,5.0,2-Day Shipping,Yes,0,Credit Card
52.0,Male,Backpack,50.75237571651543,Georgia,M,Ruby Red,Winter,5.0,2-Day Shipping,Yes,1,Credit Card
29.0,Male,Hoodie,48.98149214225162,Pennsylvania,M,Muted mustard yellow,Fall,2.0,2-Day Shipping,Yes,10,Credit Card
33.0,Female,Handbag,43.70568913786707,Vermont,M,Pale peach,Summer,5.0,2-Day Shipping,Yes,0,Credit Card
49.0,Female,Backpack,58.14787532083832,Michigan,L,Brick red,Winter,4.0,Standard,Yes,2,Credit Card
56.0,Female,Pajamas,49.84866499661951,Montana,M,Turquoise,Winter,5.0,Standard,Yes,19,Credit Card
19.0,Male,Shorts,41.54544589149897,Oregon,M,Pale peach,Spring,4.0,Standard,Yes,20,Credit Card
24.0,Male,Leggings,54.23429715527,New Hampshire,M,Aubergine,Fall,5.0,2-Day Shipping,Yes,0,Credit Card
38.0,Male,Hoodie,55.63032874597353,Iowa,L,Lemon yellow,Fall,4.0,Standard,Yes,0,Credit Card
32.0,Female,Hoodie,40.8356591330461,Iowa,M,Ruby Red,Fall,5.0,2-Day Shipping,Yes,3,Credit Card
25.0,Male,Leggings,55.640836554461615,Texas,M,Terra cotta,Winter,2.0,2-Day Shipping,Yes,6,Credit Card
26.0,Male,Pajamas,55.37397621205348,Maryland,L,Muted mustard yellow,Winter,4.0,Standard,Yes,20,Credit Card
27.0,Male,Sunglasses,43.47615826570885,Idaho,S,Turquoise,Spring,4.0,Standard,Yes,3,Credit Card
39.0,Male,Pajamas,52.674399297010325,Massachusetts,S,Fuchsia,Winter,2.0,2-Day Shipping,Yes,14,Credit Card
26.0,Female,Running Shoes,53.23296578236871,New Jersey,M,White,Spring,5.0,2-Day Shipping,Yes,0,Credit Card
26.0,Male,Sweater,61.51202063510971,Wisconsin,S,Black,Winter,4.0,2-Day Shipping,Yes,20,Credit Card
27.0,Male,Pajamas,50.0954259393998,Wyoming,XL,Aubergine,Fall,5.0,2-Day Shipping,Yes,2,Credit Card
31.0,Female,Dress,48.1926064062706,Arizona,M,Baby blue,Spring,4.0,2-Day Shipping,Yes,3,Credit Card
35.0,Female,T-shirt,46.54617787287382,Missouri,M,Lavender,Summer,5.0,2-Day Shipping,Yes,16,Credit Card
24.0,Male,T-shirt,50.00497801440447,California,M,Periwinkle,Summer,4.0,2-Day Shipping,Yes,18,Credit Card
35.0,Male,Pajamas,58.38634328347758,Indiana,S,Brown,Fall,4.0,Standard,Yes,12,Credit Card
31.0,Male,Handbag,49.92296174454541,Pennsylvania,S,Burnt orange,Fall,4.0,2-Day Shipping,Yes,1,Credit Card
30.0,Female,Jeans,44.50782538719798,Michigan,M,Black,Fall,2.0,Standard,Yes,2,Credit Card
32.0,Female,Pajamas,51.95689743884688,Rhode Island,L,Ruby Red,Winter,4.0,2-Day Shipping,Yes,0,Credit Card
22.0,Male,T-shirt,48.28938113686088,New Hampshire,M,Turquoise,Spring,4.0,2-Day Shipping,Yes,4,Credit Card
61.0,Female,Pajamas,68.32745500087945,North Carolina,L,Brown,Fall,4.0,2-Day Shipping,Yes,0,Bank Transfer
42.0,Female,Sweater,51.18989197315256,Minnesota,L,Black,Winter,5.0,2-Day Shipping,Yes,2,Credit Card
44.0,Male,Boots,49.36776856431902,South Carolina,S,Terra cotta,Fall,4.0,2-Day Shipping,Yes,2,Credit Card
27.0,Male,T-shirt,57.18198856611125,Utah,M,Turquoise,Summer,2.0,Standard,Yes,8,Credit Card
33.0,Female,Sunglasses,45.78289871559423,New Hampshire,M,Pale peach,Summer,4.0,2-Day Shipping,Yes,4,Credit Card
32.0,Male,Scarf,59.3273114599454,Utah,M,Burnt orange,Fall,5.0,Express,Yes,15,Credit Card
41.0,Female,Dress,44.84682698649327,South Carolina,L,White,Summer,4.0,2-Day Shipping,Yes,5,Credit Card
37.0,Female,Hoodie,56.34237230910047,Utah,L,Terra cotta,Winter,4.0,2-Day Shipping,Yes,1,Credit Card
41.0,Non-binary,Running Shoes,58.3806647247968,Montana,S,Periwinkle,Spring,4.0,2-Day Shipping,Yes,11,Credit Card
35.0,Male,T-shirt,55.620272723541554,Arizona,M,Terra cotta,Summer,4.0,2-Day Shipping,Yes,1,Credit Card
38.0,Female,Sunglasses,58.98505832239541,Georgia,S,White,Spring,5.0,2-Day Shipping,Yes,18,Credit Card
36.0,Male,Dress,54.58032268794975,Maryland,L,Brick red,Fall,4.0,2-Day Shipping,Yes,0,Credit Card
30.0,Female,T-shirt,51.91891951959583,Missouri,L,Lemon yellow,Summer,5.0,Standard,Yes,2,Credit Card
43.0,Female,T-shirt,57.10481640464526,North Dakota,L,Pale peach,Summer,5.0,2-Day Shipping,Yes,5,Credit Card
50.0,Female,Sweater,36.85185116688719,New Hampshire,M,Ruby Red,Fall,4.0,Standard,Yes,6,Credit Card
47.0,Female,Pajamas,54.14908643605158,Washington,M,Muted mustard yellow,Winter,4.0,2-Day Shipping,Yes,1,Credit Card
42.0,Female,Hoodie,38.245653539522266,Rhode Island,XL,Terra cotta,Winter,1.0,2-Day Shipping,Yes,5,Credit Card
26.0,Male,Handbag,54.07133405710778,Virginia,XL,Periwinkle,Summer,4.0,2-Day Shipping,Yes,0,Credit Card
41.0,Female,T-shirt,55.82266499192812,Kansas,M,Baby blue,Summer,5.0,Standard,Yes,1,Credit Card
34.0,Male,Gloves,47.79985789168499,Iowa,S,Black,Fall,4.0,2-Day Shipping,Yes,20,Credit Card
57.0,Male,Dress,49.69111592099796,Nebraska,XL,Baby blue,Summer,4.0,Standard,Yes,3,Credit Card
37.0,Male,T-shirt,53.28935653029066,Utah,XL,Pale peach,Summer,4.0,2-Day Shipping,Yes,7,Credit Card
33.0,Female,Socks,53.51482265351557,Louisiana,M,Black,Winter,4.0,Standard,Yes,0,Credit Card
29.0,Male,Dress,53.43569750048503,Illinois,S,Turquoise,Summer,4.0,Standard,Yes,4,Credit Card
32.0,Male,Socks,43.74215422490109,Florida,L,Periwinkle,Winter,5.0,2-Day Shipping,Yes,2,Credit Card
30.0,Female,Leggings,52.8231059565772,Kansas,L,Black,Winter,4.0,2-Day Shipping,Yes,2,Credit Card
48.0,Male,Boots,44.82452666827359,Montana,S,Ruby Red,Fall,5.0,Next Day Air,Yes,8,Credit Card
40.0,Male,Sunglasses,44.98102740584827,California,S,White,Summer,5.0,2-Day Shipping,Yes,13,Credit Card
47.0,Female,Hoodie,56.52259566578921,Rhode Island,M,Mauve,Fall,5.0,2-Day Shipping,Yes,10,Credit Card
36.0,Male,Running Shoes,55.16998207779442,Tennessee,S,Baby blue,Spring,4.0,2-Day Shipping,Yes,20,Debit Card
49.0,Female,Jacket,58.36141238216861,Louisiana,L,Brown,Winter,4.0,2-Day Shipping,Yes,0,Debit Card
25.0,Female,Socks,48.03308497739195,Colorado,L,Burnt orange,Winter,5.0,2-Day Shipping,Yes,2,Debit Card
31.0,Female,Pajamas,44.28767951599578,Texas,M,Mauve,Winter,2.0,Standard,Yes,17,Debit Card
42.0,Male,Shorts,52.957016283412734,New York,L,White,Spring,4.0,2-Day Shipping,Yes,0,Debit Card
41.0,Male,Dress,53.14596685201665,Louisiana,L,Terra cotta,Summer,5.0,2-Day Shipping,Yes,1,Debit Card
23.0,Female,T-shirt,50.98829394176139,Nebraska,M,Ruby Red,Spring,5.0,Standard,Yes,20,Debit Card
47.0,Female,Backpack,55.55391500365812,Mississippi,XL,Mauve,Winter,5.0,2-Day Shipping,Yes,4,Debit Card
31.0,Female,Dress,57.06081386377147,West Virginia,L,Turquoise,Summer,5.0,2-Day Shipping,Yes,9,Debit Card
41.0,Male,Shorts,45.672485380143335,South Carolina,L,Brick red,Summer,5.0,2-Day Shipping,Yes,4,Debit Card
48.0,Female,Gloves,46.93764616114045,Mississippi,L,Burnt orange,Winter,4.0,2-Day Shipping,Yes,5,Debit Card
56.0,Female,Pajamas,43.15968634092705,Hawaii,M,Burnt orange,Fall,4.0,2-Day Shipping,Yes,3,Debit Card
32.0,Female,Sunglasses,51.02634805809576,Nebraska,S,Fuchsia,Summer,4.0,2-Day Shipping,Yes,0,Debit Card
49.0,Female,Sweater,47.80376669525688,Pennsylvania,S,Aubergine,Fall,5.0,2-Day Shipping,Yes,0,Debit Card
46.0,Female,Dress,46.07752474749575,Massachusetts,L,Baby blue,Summer,4.0,Next Day Air,Yes,14,Debit Card
27.0,Male,Sweater,51.40031847660435,Iowa,M,Burnt orange,Fall,5.0,2-Day Shipping,Yes,2,Debit Card
30.0,Male,Running Shoes,40.57944375743285,New Jersey,M,Terra cotta,Spring,5.0,2-Day Shipping,Yes,5,Debit Card
28.0,Female,Gloves,52.62645372737561,Rhode Island,L,Baby blue,Winter,4.0,2-Day Shipping,Yes,7,Debit Card
32.0,Male,Jacket,39.61273861049172,Florida,L,Terra cotta,Winter,2.0,Standard,Yes,2,Debit Card
23.0,Male,Boots,53.22375013703555,New York,M,Mauve,Fall,4.0,2-Day Shipping,Yes,5,Debit Card
26.0,Female,Sweater,43.42229487309182,Delaware,M,Lemon yellow,Winter,4.0,2-Day Shipping,Yes,2,Debit Card
31.0,Female,T-shirt,51.7003493094392,Mississippi,XL,Lemon yellow,Summer,4.0,Standard,Yes,4,Debit Card
53.0,Female,T-shirt,45.3865071327069,Wisconsin,M,Baby blue,Spring,2.0,2-Day Shipping,Yes,3,Debit Card
41.0,Female,Pajamas,47.71921909473336,Connecticut,L,Black,Winter,5.0,Next Day Air,Yes,8,Debit Card
42.0,Male,Leggings,45.60491316224755,Arkansas,L,Brick red,Winter,5.0,2-Day Shipping,Yes,8,Debit Card
45.0,Male,Jacket,48.01556304793981,Alabama,M,Muted mustard yellow,Winter,4.0,2-Day Shipping,Yes,6,Debit Card
43.0,Female,Gloves,48.215762800206,Indiana,S,Baby blue,Winter,4.0,2-Day Shipping,Yes,11,Debit Card
24.0,Female,Jacket,53.15363518212276,Hawaii,L,Muted mustard yellow,Winter,4.0,Standard,Yes,2,Debit Card
29.0,Female,Leggings,36.17816840030494,Delaware,L,Aubergine,Winter,5.0,2-Day Shipping,Yes,9,Debit Card
28.0,Male,Backpack,55.72339420821053,Maine,M,White,Fall,5.0,Standard,Yes,6,Debit Card
39.0,Female,Handbag,56.1063614656158,Texas,M,Lavender,Fall,5.0,2-Day Shipping,Yes,11,Debit Card
43.0,Female,Handbag,50.71063352804755,Nevada,M,White,Summer,4.0,2-Day Shipping,Yes,15,Debit Card
44.0,Male,T-shirt,45.45662870146778,North Dakota,S,Lemon yellow,Spring,5.0,2-Day Shipping,Yes,0,Debit Card
36.0,Male,Leggings,47.25470376130459,North Carolina,M,Black,Winter,2.0,Standard,Yes,0,Debit Card
26.0,Male,Running Shoes,49.507908632940406,Idaho,M,White,Summer,4.0,2-Day Shipping,Yes,4,Debit Card
46.0,Female,T-shirt,45.213322461037656,Wisconsin,M,Pale peach,Spring,5.0,2-Day Shipping,Yes,0,Debit Card
40.0,Male,Jacket,48.6957692327703,West Virginia,M,Black,Winter,2.0,Next Day Air,Yes,8,Debit Card
30.0,Female,Dress,53.698080091750086,Iowa,M,Black,Fall,5.0,Standard,Yes,11,Debit Card
45.0,Female,Hoodie,53.40596283747141,Maine,XL,Burnt orange,Winter,4.0,2-Day Shipping,Yes,5,Debit Card
40.0,Female,Running Shoes,55.03087238568567,Florida,M,Periwinkle,Spring,5.0,2-Day Shipping,Yes,3,Debit Card
23.0,Male,Jacket,53.61881110633895,Oregon,L,Mauve,Fall,4.0,2-Day Shipping,Yes,4,Debit Card
42.0,Female,Hoodie,47.25545370602851,California,XL,Aubergine,Winter,5.0,Standard,Yes,5,Debit Card
43.0,Male,Pajamas,41.37012321566255,Maryland,S,Mauve,Fall,4.0,Standard,Yes,0,Debit Card
47.0,Male,Backpack,46.90251875649521,Ohio,L,Brick red,Winter,2.0,2-Day Shipping,Yes,4,Debit Card
30.0,Female,Boots,33.761456508966226,Alabama,M,Muted mustard yellow,Fall,5.0,2-Day Shipping,Yes,11,Debit Card
22.0,Female,Handbag,54.2826546177222,California,L,Burnt orange,Summer,4.0,2-Day Shipping,Yes,2,Debit Card
19.0,Female,Socks,54.67539720219219,California,M,Black,Fall,5.0,Standard,Yes,2,Debit Card
39.0,Male,Sunglasses,52.897762934968114,Pennsylvania,XL,Muted mustard yellow,Fall,2.0,2-Day Shipping,Yes,20,Debit Card
18.0,Female,Sunglasses,45.21706706613422,Pennsylvania,L,White,Spring,5.0,2-Day Shipping,Yes,18,Debit Card
58.0,Female,Dress,62.34391344526264,North Carolina,XL,Lemon yellow,Spring,4.0,2-Day Shipping,Yes,7,Debit Card
38.0,Male,Handbag,46.40193791296066,Nevada,M,Fuchsia,Spring,5.0,2-Day Shipping,Yes,13,Debit Card
34.0,Male,Scarf,56.76253424537644,Indiana,S,Ruby Red,Winter,2.0,2-Day Shipping,Yes,2,Debit Card
53.0,Female,Socks,61.53648349722378,New Jersey,S,Muted mustard yellow,Fall,1.0,Standard,Yes,4,Debit Card
41.0,Female,Backpack,55.227443406592045,Arkansas,S,Terra cotta,Winter,5.0,2-Day Shipping,Yes,14,Debit Card
37.0,Male,Jeans,54.01891160609119,Alabama,M,Brown,Fall,5.0,Standard,Yes,12,Debit Card
45.0,Female,Dress,46.33148261638481,New Mexico,M,Fuchsia,Spring,4.0,2-Day Shipping,Yes,15,Debit Card
46.0,Male,Gloves,54.76551418358378,Alaska,M,Brick red,Fall,4.0,2-Day Shipping,Yes,3,Debit Card
37.0,Male,Leggings,57.78037181618244,Illinois,XL,Aubergine,Winter,5.0,Standard,Yes,16,Debit Card
40.0,Female,T-shirt,44.059776133981806,Nebraska,M,Fuchsia,Summer,2.0,2-Day Shipping,Yes,0,Debit Card
31.0,Female,Pajamas,52.478784352792246,Ohio,L,Burnt orange,Winter,2.0,2-Day Shipping,Yes,0,Debit Card
21.0,Male,Gloves,51.08685359268827,Nebraska,M,Burnt orange,Winter,5.0,2-Day Shipping,Yes,13,Debit Card
47.0,Female,Dress,46.26680489185838,Illinois,L,Black,Fall,4.0,Standard,Yes,8,Debit Card
33.0,Female,Scarf,46.47867448747683,California,M,Muted mustard yellow,Winter,5.0,2-Day Shipping,Yes,0,Debit Card
27.0,Male,Dress,37.670230466905736,Oregon,M,Lavender,Summer,4.0,Standard,Yes,11,Debit Card
26.0,Female,Sweater,53.69921842885858,Iowa,M,Ruby Red,Winter,4.0,2-Day Shipping,Yes,0,Debit Card
18.0,Female,Sunglasses,60.37313770296685,Massachusetts,S,White,Summer,4.0,2-Day Shipping,Yes,0,Debit Card
43.0,Male,Jacket,44.84222267907086,South Carolina,M,Black,Winter,4.0,2-Day Shipping,Yes,20,Debit Card
31.0,Female,Gloves,38.61104554359068,West Virginia,M,Terra cotta,Winter,4.0,2-Day Shipping,Yes,4,Debit Card
25.0,Female,Socks,49.746858257688814,Alabama,L,Terra cotta,Fall,2.0,Standard,Yes,20,Debit Card
22.0,Male,Scarf,64.27038609814531,Idaho,S,Brick red,Winter,4.0,Standard,Yes,4,Debit Card
35.0,Male,Backpack,59.90605243559244,Indiana,M,Ruby Red,Fall,4.0,2-Day Shipping,Yes,1,Debit Card
39.0,Female,Boots,49.507025817323566,Tennessee,M,Mauve,Fall,5.0,2-Day Shipping,Yes,20,Debit Card
51.0,Male,Leggings,50.02998361292793,Maryland,M,Brick red,Winter,2.0,2-Day Shipping,Yes,10,Debit Card
35.0,Male,Scarf,50.08489545032376,Missouri,S,Aubergine,Winter,4.0,2-Day Shipping,Yes,0,Debit Card
21.0,Female,Sunglasses,62.86214388549474,Montana,XL,Fuchsia,Summer,4.0,Standard,Yes,1,Debit Card
38.0,Female,T-shirt,45.29193806595217,Oregon,XL,Pale peach,Summer,4.0,2-Day Shipping,Yes,7,Debit Card
30.0,Male,Sunglasses,43.19113987826088,Texas,M,Lavender,Summer,5.0,Next Day Air,Yes,20,Debit Card
21.0,Male,Boots,46.90094411556313,Missouri,M,Terra cotta,Winter,5.0,Standard,Yes,11,Debit Card
28.0,Male,Leggings,46.79436079322282,Rhode Island,L,Brick red,Winter,4.0,Next Day Air,Yes,8,Debit Card
31.0,Male,Sunglasses,48.62439558383954,Arizona,M,Fuchsia,Summer,4.0,2-Day Shipping,Yes,11,Debit Card
46.0,Male,Pajamas,50.52689789802051,Idaho,L,Mauve,Winter,4.0,2-Day Shipping,Yes,6,Debit Card
22.0,Female,Pajamas,48.580036818626056,Utah,M,Muted mustard yellow,Fall,2.0,2-Day Shipping,Yes,5,Debit Card
25.0,Female,Scarf,47.37925422481501,Ohio,M,Brown,Winter,4.0,2-Day Shipping,Yes,15,Debit Card
31.0,Female,Socks,56.22299104894514,Colorado,S,Terra cotta,Winter,5.0,2-Day Shipping,Yes,3,Debit Card
32.0,Male,Gloves,61.21598476795002,Louisiana,S,Muted mustard yellow,Winter,4.0,Standard,Yes,7,Debit Card
20.0,Male,Hoodie,38.72342598437297,Oklahoma,XL,Brick red,Winter,4.0,2-Day Shipping,Yes,3,Debit Card
44.0,Male,Handbag,41.22449835979776,Iowa,M,Muted mustard yellow,Summer,5.0,2-Day Shipping,Yes,12,Debit Card
52.0,Non-binary,Handbag,45.80447476178757,North Dakota,M,Fuchsia,Spring,5.0,2-Day Shipping,Yes,7,Debit Card
28.0,Female,Running Shoes,51.33647901939192,Nevada,M,Periwinkle,Spring,2.0,2-Day Shipping,Yes,2,Debit Card
34.0,Female,Shorts,56.6236588309565,Illinois,L,Lemon yellow,Summer,4.0,Standard,Yes,20,Debit Card
65.0,Female,Sunglasses,53.6088053404734,North Dakota,L,Lemon yellow,Summer,4.0,Standard,Yes,7,Debit Card
31.0,Male,Boots,55.38528992664659,Texas,L,Baby blue,Winter,4.0,2-Day Shipping,Yes,8,Debit Card
26.0,Female,Dress,50.6862325861754,Vermont,L,Pale peach,Summer,5.0,2-Day Shipping,Yes,4,Debit Card
51.0,Female,Sweater,54.74937844507568,Tennessee,M,Aubergine,Winter,5.0,Standard,Yes,1,Debit Card
26.0,Female,Handbag,41.98275104739197,New York,M,Baby blue,Summer,5.0,2-Day Shipping,Yes,2,Debit Card
42.0,Female,T-shirt,47.28820022091208,Texas,M,Periwinkle,Spring,5.0,Standard,Yes,2,Debit Card
26.0,Female,Backpack,42.55903224656878,West Virginia,S,Lavender,Winter,4.0,2-Day Shipping,Yes,20,Debit Card
36.0,Male,Jacket,54.28456331795234,Idaho,M,Muted mustard yellow,Winter,2.0,2-Day Shipping,Yes,6,Debit Card
20.0,Female,Handbag,48.70007486700588,Vermont,L,Periwinkle,Spring,4.0,2-Day Shipping,Yes,13,Debit Card
27.0,Female,Backpack,55.57390284485806,Idaho,L,Brick red,Fall,4.0,2-Day Shipping,Yes,13,Debit Card
31.0,Male,Jacket,45.50142063291812,Florida,M,Brick red,Fall,2.0,2-Day Shipping,Yes,7,Debit Card
20.0,Female,Socks,49.70463692920557,Vermont,L,Ruby Red,Winter,5.0,Standard,Yes,20,Debit Card
24.0,Female,Dress,42.360977853150814,Ohio,M,Brick red,Summer,5.0,2-Day Shipping,Yes,13,Debit Card
29.0,Male,Pajamas,42.37566886053481,Oklahoma,M,Brick red,Winter,5.0,2-Day Shipping,Yes,2,Debit Card
31.0,Male,Sweater,48.24447898811238,Washington,S,Brick red,Winter,2.0,2-Day Shipping,Yes,3,Debit Card
30.0,Female,T-shirt,60.563167902692925,Arkansas,XL,Ruby Red,Fall,2.0,2-Day Shipping,Yes,6,Debit Card
58.0,Male,Shorts,46.55617673079919,Montana,XL,White,Spring,4.0,Standard,Yes,8,Debit Card
32.0,Male,Sunglasses,42.90724789499671,Vermont,L,Fuchsia,Summer,4.0,2-Day Shipping,Yes,15,Debit Card
38.0,Female,Sunglasses,45.70444419877818,Nebraska,M,Fuchsia,Summer,5.0,Standard,Yes,4,Debit Card
45.0,Male,Sunglasses,38.3839657112019,Utah,S,White,Summer,4.0,2-Day Shipping,Yes,0,Debit Card
30.0,Female,Leggings,49.300709604240254,North Carolina,L,Muted mustard yellow,Fall,5.0,Standard,Yes,0,Debit Card
44.0,Female,Shorts,49.426598811585976,Idaho,L,White,Summer,5.0,2-Day Shipping,Yes,0,Debit Card
40.0,Female,Backpack,40.72874654037608,South Dakota,S,Mauve,Winter,4.0,2-Day Shipping,Yes,7,Debit Card
27.0,Female,Socks,55.341782777239246,Virginia,M,Aubergine,Fall,2.0,2-Day Shipping,Yes,20,Debit Card
29.0,Female,Scarf,39.41916632808232,Pennsylvania,M,Brick red,Winter,4.0,2-Day Shipping,Yes,1,Debit Card
